iter	RMSE
267	38.7938344
268	38.793733
269	38.79359658
270	38.79351362
271	38.79329424
272	38.79302324
273	38.79294397
274	38.79278726
275	38.79266559
276	38.79253838
277	38.79231162
278	38.7921586
279	38.79197424
280	38.79167004
281	38.79155758
282	38.79115566
283	38.79099711
284	38.79085699
285	38.79080537
286	38.79067815
287	38.79058781
288	38.79053619
289	38.79042188
290	38.79028176
291	38.79020801
292	38.79002549
293	38.78995174
294	38.78992408
295	38.78985218
296	38.7897434
297	38.78963646
298	38.78950556
299	38.78939494
300	38.78927878
301	38.78922162
302	38.78896903
303	38.78887131
304	38.78876253
305	38.78853206
306	38.78832187
307	38.78820755
308	38.78796786
309	38.78786092
310	38.78770972
311	38.78763782
312	38.78756406
313	38.78743868
314	38.78739259
315	38.78730408
316	38.78717317
317	38.78691503
318	38.78687078
319	38.78672143
320	38.78668824
321	38.78653335
322	38.78636003
323	38.78624939
324	38.78614429
325	38.78596543
326	38.78581792
327	38.78574048
328	38.78551368
329	38.7854307
330	38.78523709
331	38.78520205
332	38.78513014
333	38.78500106
334	38.78484802
335	38.78479085
336	38.78471525
337	38.78463043
338	38.78456958
339	38.78438703
340	38.78429298
341	38.78421
342	38.78413809
343	38.78400716
344	38.78386149
345	38.78374347
346	38.78359042
347	38.78337467
348	38.78322899
349	38.78300033
350	38.78293763
351	38.78284543
352	38.78268316
353	38.78259464
354	38.78250797
355	38.7824508
356	38.78235307
357	38.78215944
358	38.78204511
359	38.78193815
360	38.78181644
361	38.78172055
362	38.78166522
363	38.78149188
364	38.78136463
365	38.78127058
366	38.78115809
367	38.78102347
368	38.78088516
369	38.78078373
370	38.78076529
371	38.7806989
372	38.78052924
373	38.78044994
374	38.78040199
375	38.78018622
376	38.78010692
377	38.77998521
378	38.77986718
379	38.77965694
380	38.77935634
381	38.77927335
382	38.7791461
383	38.77893217
384	38.77883995
385	38.77879754
386	38.77871639
387	38.77854119
388	38.77834016
389	38.77818709
390	38.77796393
391	38.77777028
392	38.77768544
393	38.77749917
394	38.77741064
395	38.77725757
396	38.77711186
397	38.77693112
398	38.77682599
399	38.77674115
400	38.77665263
401	38.77661021
402	38.77654381
403	38.77650692
404	38.77635015
405	38.77622289
406	38.77616572
407	38.77609563
408	38.77597575
409	38.77586508
410	38.77580422
411	38.77573044
412	38.77560318
413	38.77553125
414	38.7753837
415	38.77534128
416	38.77527488
417	38.77514208
418	38.77500744
419	38.77485804
420	38.77474184
421	38.77462933
422	38.77455002
423	38.77442644
424	38.77434897
425	38.77419588
426	38.77415162
427	38.77398008
428	38.77386019
429	38.77361488
430	38.77350605
431	38.77345441
432	38.77307444
433	38.77293794
434	38.77280514
435	38.77272582
436	38.77265758
437	38.77257826
438	38.77246943
439	38.77239381
440	38.77233478
441	38.77220935
442	38.77209683
443	38.77197325
444	38.77190131
445	38.7717519
446	38.77169841
447	38.77163938
448	38.77153793
449	38.77141803
450	38.77129444
451	38.77125017
452	38.77109891
453	38.77106018
454	38.77093106
455	38.77082407
456	38.77071892
457	38.77066543
458	38.77054553
459	38.77044776
460	38.77032602
461	38.77027437
462	38.77022641
463	38.77010281
464	38.77006961
465	38.77001058
466	38.76993311
467	38.76978369
468	38.76969883
469	38.76957893
470	38.76944058
471	38.7693631
472	38.76925611
473	38.76912329
474	38.7690163
475	38.76866396
476	38.76859201
477	38.76846657
478	38.76837802
479	38.76836511
480	38.76818617
481	38.76806073
482	38.76798509
483	38.76779508
484	38.76769178
485	38.76752759
486	38.76743166
487	38.76734311
488	38.76715864
489	38.76705348
490	38.76688007
491	38.76676938
492	38.76664578
493	38.7663174
494	38.76625652
495	38.76616981
496	38.76594843
497	38.76586541
498	38.76578793
499	38.76551304
500	38.76540604
501	38.7652603
502	38.76518835
503	38.76514776
504	38.76502784
505	38.76494482
506	38.76479907
507	38.76472712
508	38.76453341
509	38.76445038
510	38.76439504
511	38.76430463
512	38.7641349
513	38.76401498
514	38.76395041
515	38.76367366
516	38.76359433
517	38.76346334
518	38.76338585
519	38.76325486
520	38.76310726
521	38.76300763
522	38.76289877
523	38.76276224
524	38.76258512
525	38.76250025
526	38.76243568
527	38.76219213
528	38.76218475
529	38.76213863
530	38.7620925
531	38.76199656
532	38.76184342
533	38.76176962
534	38.76163124
535	38.76151131
536	38.76146887
537	38.76137662
538	38.76134525
539	38.7611792
540	38.76106849
541	38.76095041
542	38.76087476
543	38.76076405
544	38.76070132
545	38.76058139
546	38.76055002
547	38.76045592
548	38.76033414
549	38.76026956
550	38.76017177
551	38.76002047
552	38.759895
553	38.75984887
554	38.75980459
555	38.75966805
556	38.7595555
557	38.75950014
558	38.75941342
559	38.75929348
560	38.7592086
561	38.75917539
562	38.75902593
563	38.75883957
564	38.75870302
565	38.75862922
566	38.75850743
567	38.75840041
568	38.75827863
569	38.75803321
570	38.75796863
571	38.75785607
572	38.75776934
573	38.75763833
574	38.75751285
575	38.75744827
576	38.75739291
577	38.75730065
578	38.75708106
579	38.75695743
580	38.75686701
581	38.75669724
582	38.7565976
583	38.75645182
584	38.75638723
585	38.75628574
586	38.75621747
587	38.7560071
588	38.75595727
589	38.75580411
590	38.7556897
591	38.75561404
592	38.7555513
593	38.75548302
594	38.75539076
595	38.75529295
596	38.75513979
597	38.75503276
598	38.75491834
599	38.75489804
600	38.75480208
601	38.75451974
602	38.75446253
603	38.75434443
604	38.75424846
605	38.75417465
606	38.75410821
607	38.75395689
608	38.75390891
609	38.75377973
610	38.75356381
611	38.75339034
612	38.75333129
613	38.75329991
614	38.75325009
615	38.75320026
616	38.75296588
617	38.75286438
618	38.75276473
619	38.7527149
620	38.75256726
621	38.75245469
622	38.75238825
623	38.75230889
624	38.75219632
625	38.75208928
626	38.75203207
627	38.75195825
628	38.75189919
629	38.75182352
630	38.75172386
631	38.75153562
632	38.75143042
633	38.7513566
634	38.75126063
635	38.75114805
636	38.75108346
637	38.75092105
638	38.75087307
639	38.75077894
640	38.75068666
641	38.75062391
642	38.75055009
643	38.75045412
644	38.75027325
645	38.75017913
646	38.75005916
647	38.74992812
648	38.74983769
649	38.74976755
650	38.74967896
651	38.74958484
652	38.74947225
653	38.74940212
654	38.74931907
655	38.74916034
656	38.74900346
657	38.74893702
658	38.74887611
659	38.74882443
660	38.74871369
661	38.74858449
662	38.74839254
663	38.7482375
664	38.74812861
665	38.74798095
666	38.7478942
667	38.74772993
668	38.74763027
669	38.74746415
670	38.7474014
671	38.74727219
672	38.74722236
673	38.74714853
674	38.74707654
675	38.74695657
676	38.74688274
677	38.74678861
678	38.74673139
679	38.74660772
680	38.74648405
681	38.74634193
682	38.74624964
683	38.74616842
684	38.74612043
685	38.74602261
686	38.74593585
687	38.74586941
688	38.74575312
689	38.74567375
690	38.74556485
691	38.74550393
692	38.74542825
693	38.74526213
694	38.74520306
695	38.74509231
696	38.74499817
697	38.74490404
698	38.74477298
699	38.74465854
700	38.74459209
701	38.74445549
702	38.74430413
703	38.74423029
704	38.74405124
705	38.74374298
706	38.74365806
707	38.74358238
708	38.74340517
709	38.74325381
710	38.74319843
711	38.74308767
712	38.74296584
713	38.74279417
714	38.74271848
715	38.74256342
716	38.74250989
717	38.74246374
718	38.74225145
719	38.74218131
720	38.74208162
721	38.7420244
722	38.74193948
723	38.74185457
724	38.74177334
725	38.74167735
726	38.74159243
727	38.74155921
728	38.7414466
729	38.74133768
730	38.74120292
731	38.7411217
732	38.74097955
733	38.74094448
734	38.74080787
735	38.74070818
736	38.74055681
737	38.74039989
738	38.74026328
739	38.74014883
740	38.73988299
741	38.73979068
742	38.739595
743	38.73949715
744	38.73943808
745	38.73936793
746	38.73930516
747	38.73918885
748	38.73911132
749	38.73903193
750	38.7388787
751	38.73875316
752	38.73868116
753	38.73856855
754	38.73848732
755	38.73841347
756	38.73824916
757	38.73807378
758	38.73800362
759	38.73790393
760	38.73782639
761	38.73771746
762	38.73762515
763	38.73750515
764	38.7372356
765	38.73714329
766	38.73697898
767	38.73691805
768	38.73686082
769	38.73670573
770	38.73659311
771	38.73649526
772	38.73630879
773	38.73618694
774	38.73602446
775	38.73594138
776	38.73586753
777	38.73576968
778	38.73566813
779	38.73554628
780	38.73545211
781	38.73532472
782	38.7352324
783	38.73509208
784	38.73489083
785	38.73485945
786	38.73474682
787	38.73465635
788	38.7345788
789	38.73448095
790	38.73443663
791	38.73433324
792	38.73420953
793	38.73412275
794	38.7340249
795	38.7339455
796	38.73381072
797	38.73373317
798	38.733615
799	38.7334599
800	38.73333989
801	38.73325864
802	38.73317925
803	38.73295214
804	38.73287828
805	38.73278965
806	38.73273426
807	38.73266779
808	38.73253484
809	38.73243514
810	38.73233727
811	38.73215817
812	38.73198829
813	38.7318812
814	38.73181472
815	38.73170024
816	38.73157838
817	38.73156914
818	38.73133279
819	38.73121277
820	38.73113337
821	38.73108905
822	38.73093025
823	38.73080654
824	38.7307456
825	38.73069205
826	38.73058126
827	38.73048893
828	38.73030982
829	38.73020456
830	38.73012147
831	38.73008638
832	38.7299959
833	38.72991281
834	38.72982417
835	38.72979832
836	38.72972076
837	38.72960258
838	38.72953426
839	38.72939761
840	38.7292665
841	38.72917971
842	38.72908738
843	38.72895627
844	38.72892673
845	38.72881778
846	38.72873099
847	38.72862388
848	38.72851308
849	38.72826563
850	38.72818438
851	38.72807727
852	38.72794616
853	38.72782428
854	38.72775596
855	38.72770056
856	38.72763038
857	38.72753989
858	38.72746418
859	38.72736815
860	38.72725735
861	38.7271484
862	38.72705421
863	38.72692679
864	38.72682153
865	38.72676428
866	38.72660546
867	38.72650759
868	38.72644664
869	38.72639494
870	38.72625643
871	38.72609946
872	38.72605513
873	38.72600527
874	38.72585938
875	38.72568024
876	38.72550849
877	38.72540877
878	38.72528873
879	38.72522224
880	38.72514468
881	38.72508373
882	38.72494891
883	38.72479932
884	38.72474023
885	38.72460725
886	38.72446505
887	38.72442257
888	38.72429329
889	38.72416401
890	38.72402919
891	38.7239073
892	38.72385559
893	38.72372446
894	38.7236469
895	38.72358041
896	38.72344743
897	38.72334216
898	38.72327013
899	38.72312238
900	38.72299679
901	38.72284904
902	38.72278809
903	38.72266066
904	38.72255169
905	38.72252214
906	38.72241317
907	38.72229497
908	38.72219154
909	38.72200315
910	38.72187386
911	38.72176859
912	38.72158943
913	38.72150078
914	38.721305
915	38.7212108
916	38.72108151
917	38.72097808
918	38.72082109
919	38.72074905
920	38.72068071
921	38.72061422
922	38.72055512
923	38.720472
924	38.72034271
925	38.72028176
926	38.72010998
927	38.72002687
928	38.71986802
929	38.71977752
930	38.71969255
931	38.71963714
932	38.71956695
933	38.71949676
934	38.71943027
935	38.7192234
936	38.7190664
937	38.71891124
938	38.71882258
939	38.71876347
940	38.71866927
941	38.71859908
942	38.71847532
943	38.71837189
944	38.71827953
945	38.71804679
946	38.7177808
947	38.71769399
948	38.71755914
949	38.71745755
950	38.71739844
951	38.71722296
952	38.71713245
953	38.71701423
954	38.71694773
955	38.71685907
956	38.71679811
957	38.71664479
958	38.71657275
959	38.71648408
960	38.71641943
961	38.71625503
962	38.71616082
963	38.7160777
964	38.71600196
965	38.71590775
966	38.71581354
967	38.71576182
968	38.71567869
969	38.71553091
970	38.71539976
971	38.71531478
972	38.71525382
973	38.715167
974	38.71508388
975	38.71485112
976	38.71477353
977	38.714659
978	38.71452784
979	38.71448351
980	38.71444102
981	38.71428584
982	38.71422673
983	38.71408633
984	38.71393485
985	38.71385542
986	38.71373165
987	38.71365591
988	38.71361711
989	38.71356169
990	38.71340651
991	38.71331415
992	38.71317559
993	38.71302226
994	38.71294652
995	38.71287817
996	38.71275624
997	38.71266202
998	38.71256965
999	38.71243479
1000	38.71234612
1001	38.71227407
1002	38.71214105
1003	38.71207824
1004	38.71194153
1005	38.71187503
1006	38.71171245
1007	38.71162562
1008	38.71148891
1009	38.71133188
1010	38.71119517
1011	38.71114159
1012	38.71101411
1013	38.71095684
1014	38.71082567
1015	38.71068896
1016	38.71059843
1017	38.71049497
1018	38.71040629
1019	38.71030098
1020	38.71021415
1021	38.71011439
1022	38.71005157
1023	38.70987975
1024	38.70973195
1025	38.70964881
1026	38.70951764
1027	38.70930332
1028	38.70921833
1029	38.70912595
1030	38.70899663
1031	38.70885806
1032	38.7087509
1033	38.70870656
1034	38.70866591
1035	38.70846637
1036	38.7084054
1037	38.70824096
1038	38.70817999
1039	38.70811533
1040	38.70801186
1041	38.70787698
1042	38.70777721
1043	38.70767929
1044	38.70758321
1045	38.70749637
1046	38.70740399
1047	38.70730237
1048	38.70715825
1049	38.70702522
1050	38.70693284
1051	38.70684785
1052	38.70675916
1053	38.70667786
1054	38.70654852
1055	38.7064469
1056	38.70634713
1057	38.70622333
1058	38.70610877
1059	38.70601084
1060	38.70594617
1061	38.70587227
1062	38.70565239
1063	38.70548609
1064	38.70537153
1065	38.70522002
1066	38.70513502
1067	38.70504263
1068	38.70492438
1069	38.70487818
1070	38.7047821
1071	38.70463982
1072	38.70456961
1073	38.70451232
1074	38.70442548
1075	38.70438113
1076	38.70423331
1077	38.70409103
1078	38.70401157
1079	38.7038582
1080	38.70379168
1081	38.70371777
1082	38.70358658
1083	38.70349788
1084	38.70340549
1085	38.70329277
1086	38.70323918
1087	38.70321147
1088	38.70313201
1089	38.70299711
1090	38.7028419
1091	38.70273657
1092	38.70269591
1093	38.70245754
1094	38.70242428
1095	38.7022321
1096	38.70212122
1097	38.70201774
1098	38.70194937
1099	38.70189763
1100	38.70174795
1101	38.70165001
1102	38.7015687
1103	38.70149478
1104	38.7013876
1105	38.70123607
1106	38.70115846
1107	38.70111226
1108	38.70101432
1109	38.70091268
1110	38.70083692
1111	38.70074637
1112	38.70070017
1113	38.70055972
1114	38.70039156
1115	38.70031209
1116	38.70015501
1117	38.70004044
1118	38.69992586
1119	38.69984086
1120	38.69974845
1121	38.69959692
1122	38.69950267
1123	38.69940103
1124	38.69933265
1125	38.69925688
1126	38.6991423
1127	38.69905545
1128	38.6989612
1129	38.69884292
1130	38.69869692
1131	38.69859713
1132	38.69853799
1133	38.69844004
1134	38.69836427
1135	38.69831068
1136	38.69813326
1137	38.69796694
1138	38.69788192
1139	38.69784311
1140	38.69776919
1141	38.69768972
1142	38.69753818
1143	38.69743468
1144	38.69734043
1145	38.69731455
1146	38.69723324
1147	38.6971242
1148	38.6970244
1149	38.69691536
1150	38.69690057
1151	38.69678968
1152	38.69663259
1153	38.69657345
1154	38.69649952
1155	38.69639233
1156	38.6962223
1157	38.69616685
1158	38.69604857
1159	38.69599497
1160	38.69590811
1161	38.69578058
1162	38.69556249
1163	38.69545345
1164	38.69537952
1165	38.69524645
1166	38.69511522
1167	38.69505793
1168	38.69494519
1169	38.69490637
1170	38.69474742
1171	38.69468828
1172	38.69463468
1173	38.69454781
1174	38.69449791
1175	38.69444061
1176	38.69437962
1177	38.69427612
1178	38.69420588
1179	38.6940266
1180	38.69389537
1181	38.69376045
1182	38.69367543
1183	38.6935941
1184	38.69352941
1185	38.69343515
1186	38.69328543
1187	38.69318378
1188	38.69309321
1189	38.69299894
1190	38.6929361
1191	38.69281411
1192	38.69264406
1193	38.69248511
1194	38.6923742
1195	38.69230397
1196	38.69219676
